OBJECTID;SOURCE;X_Este;Y_Norte;MINERAL_PPAL;FORMA_OCURRENCIA;ID_NOM_DEP;IG_MUN;IG_DEP
1215;AGA;882000;1265502;Oro-Au;Veta;Al norte de Amalfi;Anori;Antioquia
1216;AGA;862500;1268502;Oro-Au;Veta;Al norte de Angostura;Campamento;Antioquia
1217;AGA;862500;1251002;Oro-Au;Veta;Al sur de Angostura;Angostura;Antioquia
1218;AGA;831500;1231002;Oro-Au;Aluvial;Rio Grande;Belmira;Antioquia
1219;AGA;820750;1232252;Oro-Au;Veta;San Joaquin;Belmira;Antioquia
1220;AGA;822000;1228502;Oro-Au;Veta;Al norte de Belmira;Belmira;Antioquia
1221;AGA;826000;1226502;Oro-Au;Veta;Al sur de Belmira;Entrerrios;Antioquia
1222;AGA;826500;1221002;Oro-Au;Aluvial;Rio Chico;Belmira;Antioquia
1223;AGA;851750;1223502;Oro-Au;Veta;Santa Rosa de Osos;Santa Rosa de Osos;Antioquia
1224;AGA;850500;1226002;Oro-Au;Aluvial;Santa Rosa de Osos;Santa Rosa de Osos;Antioquia
1225;AGA;862250;1225002;Oro-Au;Veta;San Pablo;Santa Rosa de Osos;Antioquia
1226;AGA;872000;1219252;Oro-Au;Aluvial;Porcecito;Santa Rosa de Osos;Antioquia
1227;AGA;878750;1220752;Oro-Au;Aluvial;Hoyo Negro;Gomez Plata;Antioquia
1228;AGA;872750;1230502;Oro-Au;Veta;Gomez Plata;Gomez Plata;Antioquia
1229;AGA;892000;1226502;Oro-Au;Aluvial;La Isla;Yolombo;Antioquia
1230;AGA;892000;1220002;Oro-Au;Veta;Sofia;Yolombo;Antioquia
1231;AGA;903750;1222502;Oro-Au;Aluvial;San Lorenzo;Yolombo;Antioquia
1232;AGA;923250;1220002;Oro-Au;Veta;Maceo;Maceo;Antioquia
1233;AGA;939750;1201252;Oro-Au;Veta;Cabanas;Puerto Berrio;Antioquia
1234;AGA;938000;1206502;Oro-Au;Veta;El Vapor;Puerto Berrio;Antioquia
1235;AGA;925500;1202002;Oro-Au;Veta;Caracoli;Maceo;Antioquia
1236;AGA;921750;1209752;Oro-Au;Veta;Estacion Gallinazo;Maceo;Antioquia
1237;AGA;908000;1215002;Oro-Au;Veta;Estacion providencia;Yolombo;Antioquia
1238;AGA;889000;1203502;Oro-Au;Veta;Florida;Santo Domingo;Antioquia
1239;AGA;893000;1208752;Oro-Au;Veta;San Roque;San Roque;Antioquia
1240;AGA;876750;1210752;Oro-Au;Veta;Santo domingo;Santo Domingo;Antioquia
1241;AGA;877500;1214002;Oro-Au;Veta;Bella Vista;Santo Domingo;Antioquia
1242;AGA;857500;1212252;Oro-Au;Veta;Don matias;Don Matias;Antioquia
1243;AGA;852250;1213502;Oro-Au;Aluvial;Juntas;Santa Rosa de Osos;Antioquia
1244;AGA;854750;1208502;Oro-Au;Veta;Barbosa;Don Matias;Antioquia
1245;AGA;849500;1207002;Oro-Au;Veta;Las Animas;Don Matias;Antioquia
1246;AGA;845000;1211252;Oro-Au;Aluvial;Rio Chico;San Pedro;Antioquia
1247;AGA;836500;1210752;Oro-Au;Aluvial;Rio Chico;San Pedro;Antioquia
1248;AGA;841750;1206502;Oro-Au;Veta;La Danta;San Pedro;Antioquia
1249;AGA;840000;1204502;Oro-Au;Veta;San Pedro;San Pedro;Antioquia
1250;AGA;846750;1203502;Oro-Au;Veta;Encenillales;Girardota;Antioquia
1251;AGA;856000;1203502;Oro-Au;Veta;El Hatillo;Barbosa;Antioquia
1252;AGA;862250;1202752;Oro-Au;Veta;Norte de concepcion;Barbosa;Antioquia
1253;AGA;862250;1200502;Oro-Au;Veta;Al Oeste de Concepcion;Barbosa;Antioquia
1254;AGA;853500;1191002;Oro-Au;Veta;Oeste de San Vicente;Guarne;Antioquia
1255;AGA;858750;1191252;Oro-Au;Veta;Norte de San vicente;San Vicente;Antioquia
1256;AGA;869500;1196752;Oro-Au;Veta;Al sur de Concepcion;Concepcion;Antioquia
1257;AGA;875750;1198502;Oro-Au;Veta;Alejandria;Concepcion;Antioquia
1258;AGA;883500;1185752;Oro-Au;Veta;Guatape;San Rafael;Antioquia
1259;AGA;882500;1175002;Oro-Au;Veta;Granada;Granada;Antioquia
1260;AGA;890250;1163002;Oro-Au;Veta;San luis;San Luis;Antioquia
1261;AGA;884500;1150502;Oro-Au;Veta;La Merced;Cocorna;Antioquia
1262;AGA;850551;1125644;Oro-Au;Veta;Purima;Abejorral;Antioquia
1263;AGA;861000;1129502;Oro-Au;Veta;El Averno;Sonson;Antioquia
1264;AGA;861500;1126002;Oro-Au;Veta;Sonson;Sonson;Antioquia
1265;AGA;869500;1140502;Oro-Au;Veta;Al este de Mesopotamia;Carmen de Viboral;Antioquia
1266;AGA;871500;1124002;Oro-Au;Veta;La Aguada;Sonson;Antioquia
1267;AGA;881250;1109752;Oro-Au;Aluvial;Espiritu Santo;Narino;Antioquia
1268;AGA;899500;1186752;Oro-Au;Veta;San Rafael;San Rafael;Antioquia
1269;AGA;940500;1343502;Oro-Au;Veta;El Tupe;El Bagre;Antioquia
1270;AGA;860145;1099442;Oro-Au;Veta;La Palma;Aguadas;Caldas
1271;AGA;901960;1069902;Oro-Au;Aluvial;Montecristo;Mariquita;Tolima
1272;AGA;905470;1070282;Oro-Au;Aluvial;Malpaso;Mariquita;Tolima
1273;AGA;891880;1073342;Oro-Au;Aluvial;Pavas;Fresno;Tolima
1274;AGA;900160;1067022;Oro-Au;Aluvial;El Granito;Mariquita;Tolima
1275;AGA;904240;1066022;Oro-Au;Aluvial;La Parroquia;Mariquita;Tolima
1276;AGA;907220;1068232;Oro-Au;Aluvial;Cajongora;Mariquita;Tolima
1277;AGA;888040;1066522;Oro-Au;Aluvial;La Esperanza;Fresno;Tolima
1278;AGA;891740;1066162;Oro-Au;Aluvial;El Zarzal;Fresno;Tolima
1279;AGA;894800;1065602;Oro-Au;Aluvial;Colombia;Fresno;Tolima
1280;AGA;899900;1064202;Oro-Au;Aluvial;Santa Cruz;Fresno;Tolima
1281;AGA;891400;1059752;Oro-Au;Aluvial;Campeon;Fresno;Tolima
1282;AGA;895150;1061552;Oro-Au;Aluvial;San mMiguel;Fresno;Tolima
1283;AGA;885330;1062072;Oro-Au;Aluvial;La Providencia;Fresno;Tolima
1284;AGA;883980;1057462;Oro-Au;Aluvial;La Picota;Fresno;Tolima
1285;AGA;900300;1059402;Oro-Au;Aluvial;La Rica;Falan;Tolima
1286;AGA;903350;1058172;Oro-Au;Aluvial;La Manta;Falan;Tolima
1287;AGA;884650;1053502;Oro-Au;Aluvial;La Olorosa;Casabianca;Tolima
1288;AGA;890000;1053922;Oro-Au;Aluvial;La Trilladora;Casabianca;Tolima
1289;AGA;891600;1055862;Oro-Au;Aluvial;Las Juanitas;Casabianca;Tolima
1290;AGA;893420;1055102;Oro-Au;Aluvial;Pompona;Palocabildo;Tolima
1291;AGA;877280;1050322;Oro-Au;Aluvial;San Isidro;Herveo;Tolima
1292;AGA;896300;1048462;Oro-Au;Aluvial;Las Juanitas I;Falan;Tolima
1293;AGA;897170;1049502;Oro-Au;Aluvial;Las Margaritas;Falan;Tolima
1294;AGA;891810;1039542;Oro-Au;Aluvial;El Rosario;Libano;Tolima
1295;AGA;902200;1041262;Oro-Au;Aluvial;Juan Diaz;Guayabal (Armero);Tolima
1296;AGA;905600;1032682;Oro-Au;Aluvial;El Zancudo;Lerida;Tolima
1297;AGA;874680;1039502;Oro-Au;Aluvial;El Retiro;Villahermosa;Tolima
1298;AGA;890840;1017642;Oro-Au;Aluvial;La Cabana;Santa Isabel;Tolima
1299;AGA;896900;1019762;Oro-Au;Aluvial;La Virginia;Venadillo;Tolima
1300;AGA;889660;1012882;Oro-Au;Aluvial;Las Gaviotas;Santa Isabel;Tolima
1301;AGA;897700;1013922;Oro-Au;Aluvial;La Palmilla;Venadillo;Tolima
1302;AGA;888225;991972;Oro-Au;Veta;El  Rubi;Ibague;Tolima
1303;AGA;889725;992597;Oro-Au;Veta;Aures;Ibague;Tolima
1304;AGA;890295;991567;Oro-Au;Veta;Mina Vieja;Ibague;Tolima
1305;AGA;888475;988002;Oro-Au;Veta;La Palma;Ibague;Tolima
1306;AGA;895500;1092752;Oro-Au;Aluvial;La Esmeralda;Samana;Caldas
1307;AGA;831450;1090502;Oro-Au;Aluvial;La Amapola;Supia;Caldas
1308;AGA;826000;1096502;Oro-Au;Aluvial;San Juan;Supia;Caldas
1309;AGA;989818;1428544;Oro-Au;Veta;Cuba viejo;Rio viejo;Bolivar
1310;AGA;990112;1428292;Oro-Au;Sin Informacion;Neque;Rio viejo;Bolivar
1311;AGA;990177;1427764;Oro-Au;Veta;Once;Rio viejo;Bolivar
1312;AGA;988576;1426884;Oro-Au;Veta;Treinta;Rio viejo;Bolivar
1313;AGA;990217;1427550;Oro-Au;Veta;Brisa;Rio viejo;Bolivar
1314;AGA;989768;1428902;Oro-Au;Veta;Sin nombre;Rio viejo;Bolivar
1315;AGA;989538;1428426;Oro-Au;Veta;Sin nombre;Rio viejo;Bolivar
1316;AGA;990360;1427842;Oro-Au;Veta;Sin nombre;Rio viejo;Bolivar
1317;AGA;989499;1427087;Oro-Au;Veta;Sin nombre;Rio viejo;Bolivar
1318;AGA;987975;1426193;Oro-Au;Veta;Sin nombre;Rio viejo;Bolivar
1319;AGA;997403;1426760;Oro-Au;Veta;Cuba vieja;Rio viejo;Bolivar
1320;AGA;997346;1426601;Oro-Au;Veta;Cajas;Rio viejo;Bolivar
1321;AGA;884500;1317002;Oro-Au;Aluvial;La esperanza o la ilusion;Caceres;Antioquia
1322;AGA;905750;1318202;Oro-Au;Veta;La abojarra;Zaragoza;Antioquia
1323;AGA;906000;1317502;Oro-Au;Veta;Los cuatro amigos;Zaragoza;Antioquia
1324;AGA;908900;1317502;Oro-Au;Veta;La purita o las negras;Zaragoza;Antioquia
1325;AGA;898750;1309752;Oro-Au;Aluvial;Tamara;Anori;Antioquia
1326;AGA;897750;1308002;Oro-Au;Veta;San benito;Anori;Antioquia
1327;AGA;892250;1300752;Oro-Au;Aluvial;Madreseca;Anori;Antioquia
1328;AGA;898500;1300502;Oro-Au;Veta;Providencia;Anori;Antioquia
1329;AGA;890000;1298502;Oro-Au;Veta;Sarmiento;Anori;Antioquia
1330;AGA;891400;1297802;Oro-Au;Veta;Los aljibes;Anori;Antioquia
1331;AGA;891800;1297252;Oro-Au;Veta;Ponteadero;Anori;Antioquia
1332;AGA;897500;1295752;Oro-Au;Veta;La argelia;Anori;Antioquia
1333;AGA;889250;1281802;Oro-Au;Veta;El carmen;Anori;Antioquia
1334;AGA;901150;1283402;Oro-Au;Veta;La cascada;Anori;Antioquia
1335;AGA;906250;1284252;Oro-Au;Veta;Brasilia;Anori;Antioquia
1336;AGA;915250;1298502;Oro-Au;Veta;San antonio;Zaragoza;Antioquia
1337;AGA;916250;1297752;Oro-Au;Veta;Rojas;Zaragoza;Antioquia
1338;AGA;918400;1297502;Oro-Au;Veta;Amansaguapos;Zaragoza;Antioquia
1339;AGA;915750;1296502;Oro-Au;Veta;La tolda;Zaragoza;Antioquia
1340;AGA;918500;1295502;Oro-Au;Veta;Congo;Zaragoza;Antioquia
1341;AGA;917750;1294502;Oro-Au;Aluvial;Congo;Segovia;Antioquia
1342;AGA;917500;1294002;Oro-Au;Veta;La aurora;Segovia;Antioquia
1343;AGA;918888;1293252;Oro-Au;Veta;El desquite;Segovia;Antioquia
1344;AGA;917250;1292202;Oro-Au;Veta;La chambona;Segovia;Antioquia
1345;AGA;914000;1308002;Oro-Au;Veta;La esperanza(aurora);Zaragoza;Antioquia
1346;AGA;915500;1306752;Oro-Au;Veta;Correa (los chorros);Zaragoza;Antioquia
1347;AGA;913750;1313752;Oro-Au;Veta;Las golondrinas o El obispo;Zaragoza;Antioquia
1348;AGA;913000;1316002;Oro-Au;Veta;La estrella o la culebra;Zaragoza;Antioquia
1349;AGA;935400;1280202;Oro-Au;Veta;La colorada;Segovia;Antioquia
1350;AGA;936000;1280252;Oro-Au;Veta;La resurreccion (el diamante);Segovia;Antioquia
1351;AGA;938500;1284502;Oro-Au;Aluvial;San ignacio;Segovia;Antioquia
1352;AGA;936250;1283002;Oro-Au;Veta;El aporreado;Segovia;Antioquia
1353;AGA;935500;1281002;Oro-Au;Veta;El dorado;Segovia;Antioquia
1354;AGA;938500;1283502;Oro-Au;Aluvial;La cascada;Segovia;Antioquia
1355;AGA;938250;1280602;Oro-Au;Veta;El Plateado;Remedios-segovia;Antioquia
1356;AGA;935280;1278652;Oro-Au;Aluvial;La sorpresa;Segovia;Antioquia
1357;AGA;933200;1278302;Oro-Au;Aluvial;El porvenir;Segovia;Antioquia
1358;AGA;932900;1275302;Oro-Au;Veta;Coyotes;Segovia;Antioquia
1359;AGA;930700;1274802;Oro-Au;Veta;El silencio;Segovia;Antioquia
1360;AGA;932750;1274052;Oro-Au;Veta;Providencia;Remedios;Antioquia
1361;AGA;930050;1277602;Oro-Au;Veta;Cristales;Segovia;Antioquia
1362;AGA;927000;1275102;Oro-Au;Veta;La independencia;Remedios;Antioquia
1363;AGA;926750;1274152;Oro-Au;Veta;La envidia;Remedios;Antioquia
1364;AGA;926800;1273402;Oro-Au;Veta;San miguel;Remedios;Antioquia
1365;AGA;927750;1274402;Oro-Au;Veta;La escobala;Remedios;Antioquia
1366;AGA;932200;1269702;Oro-Au;Veta;Hondura;Remedios;Antioquia
1367;AGA;931550;1268702;Oro-Au;Veta;Colombia;Remedios;Antioquia
1368;AGA;931650;1268302;Oro-Au;Veta;Maria Angola;Remedios;Antioquia
1369;AGA;932800;1267602;Oro-Au;Veta;Poliantea;Remedios;Antioquia
1370;AGA;931900;1266752;Oro-Au;Veta;La bartola;Remedios;Antioquia
1371;AGA;929250;1267902;Oro-Au;Veta;Corazones;Remedios;Antioquia
1372;AGA;932600;1268402;Oro-Au;Veta;La palmichala;Remedios;Antioquia
1373;AGA;1002898;1479886;Oro-Au;Veta;La chiva;San martin de loba;Bolivar
1374;AGA;1003217;1479680;Oro-Au;Veta;La puya;San martin de loba;Bolivar
1375;AGA;1004663;1478972;Oro-Au;Veta;Chimi;San martin de loba;Bolivar
1376;AGA;1000393;1477833;Oro-Au;Veta;La regla;San martin de loba;Bolivar
1377;AGA;1000731;1476085;Oro-Au;Veta;Cerritos;San martin de loba;Bolivar
1378;AGA;1001269;1474019;Oro-Au;Veta;Berlin;San martin de loba;Bolivar
1379;AGA;994882;1471164;Oro-Au;Sin Informacion;Sin nombre;San martin de loba;Bolivar
1380;AGA;1000174;1467538;Oro-Au;Sin Informacion;Barbacoas;San martin de loba;Bolivar
1381;AGA;999992;1467313;Oro-Au;Sin Informacion;La lucha;San martin de loba;Bolivar
1382;AGA;999773;1466881;Oro-Au;Sin Informacion;Los cielos;San martin de loba;Bolivar
1383;AGA;1000086;1466950;Oro-Au;Sin Informacion;Mina seca;San martin de loba;Bolivar
1384;AGA;999691;1466248;Oro-Au;Sin Informacion;La nigua;San martin de loba;Bolivar
1385;AGA;999942;1466098;Oro-Au;Sin Informacion;La mina;San martin de loba;Bolivar
1386;AGA;999629;1465428;Oro-Au;Sin Informacion;Sin nombre;San martin de loba;Bolivar
1387;AGA;999748;1464658;Oro-Au;Sin Informacion;Guacharaco;San martin de loba;Bolivar
1388;AGA;1001482;1464651;Oro-Au;Sin Informacion;El jobo;San martin de loba;Bolivar
1389;AGA;999272;1463430;Oro-Au;Sin Informacion;Las marias;San martin de loba;Bolivar
1390;AGA;998627;1463167;Oro-Au;Sin Informacion;Mina ariza;San martin de loba;Bolivar
1391;AGA;998107;1463005;Oro-Au;Sin Informacion;Mina morelo;San martin de loba;Bolivar
1392;AGA;999003;1462954;Oro-Au;Sin Informacion;Guacharaca;San martin de loba;Bolivar
1393;AGA;986611;1455710;Oro-Au;Veta;Santa cruz;San martin de loba;Bolivar
1394;AGA;999776;1452942;Oro-Au;Sin Informacion;Sin nombre;San martin de loba;Bolivar
1395;AGA;997753;1443742;Oro-Au;Sin Informacion;La azul;San martin de loba;Bolivar
1396;AGA;998482;1442084;Oro-Au;Sin Informacion;La azulita;Rio viejo;Bolivar
1397;AGA;998500;1437502;Oro-Au;Veta;San carlos 1;Rio viejo;Bolivar
1398;AGA;998500;1437202;Oro-Au;Veta;San carlos 2;Rio viejo;Bolivar
1399;AGA;997250;1436802;Oro-Au;Veta;Buena sena 1;Rio viejo;Bolivar
1400;AGA;997500;1436202;Oro-Au;Veta;Buena sena 2;Rio viejo;Bolivar
1401;AGA;1012839;1453489;Oro-Au;Sin Informacion;Papayal;Rio viejo;Bolivar
1402;AGA;1013440;1453890;Oro-Au;Sin Informacion;Cerro Saraita;San martin de loba;Bolivar
1403;AGA;1007573;1461008;Oro-Au;Sin Informacion;Sin nombre;San martin de loba;Bolivar
1404;AGA;1009450;1469941;Oro-Au;Sin Informacion;Sin nombre;San martin de loba;Bolivar
1405;AGA;998670;1442547;Oro-Au;Veta;La estrella;Rio viejo;Bolivar
1406;AGA;997991;1439324;Oro-Au;Veta;Culoalzado 1;Rio viejo;Bolivar
1407;AGA;999872;1438780;Oro-Au;Veta;El mango o la ye;Rio viejo;Bolivar
1408;AGA;912672;1316926;Oro-Au;Veta;Mina La Estrella, La Culebra;Zaragoza;Antioquia
1409;AGA;913062;1315772;Oro-Au;Veta;Mina El Limon, Oro Norte;Zaragoza;Antioquia
1410;AGA;913289;1315008;Oro-Au;Veta;Mina El Obispo 2;Zaragoza;Antioquia
1411;AGA;914095;1313529;Oro-Au;Veta;Mina El Obispo 1;Zaragoza;Antioquia
1412;AGA;914516;1314540;Oro-Au;Veta;Mina San Jose;Zaragoza;Antioquia
1413;AGA;974145;1390205;Oro-Au;Veta;Congreta Mochila;Montecristo;Bolivar
1414;AGA;979112;1400059;Oro-Au;Veta;Bolivador veta Amparito;Arenal;Bolivar
1415;AGA;979262;1399972;Oro-Au;Veta;Bolivador veta Tramo Largo;Arenal;Bolivar
1416;AGA;979421;1399892;Oro-Au;Veta;Bolivador veta La Concha;Arenal;Bolivar
1417;AGA;978642;1392271;Oro-Au;Stockwork;Mina Vieja-San Pedro Frio;Morales;Bolivar
1418;AGA;976868;1397889;Oro-Au;Veta;Mina Bolas;Arenal;Bolivar
1419;AGA;976116;1398678;Oro-Au;Veta;Rancho Escondido tunnel Esperanza;Arenal;Bolivar
1420;AGA;978891;1398852;Oro-Au;Sin Informacion;Mina Galla;Arenal;Bolivar
1421;AGA;977039;1399229;Oro-Au;Stockwork;Chueca;Arenal;Bolivar
1422;AGA;979668;1399924;Oro-Au;Veta;Bolivador Veta El Venado;Arenal;Bolivar
1423;AGA;979349;1400100;Oro-Au;Veta;Bolivador veta Juan Blanco;Arenal;Bolivar
1424;AGA;980383;1400872;Oro-Au;Sin Informacion;Mina Central;Arenal;Bolivar
1425;AGA;979494;1401128;Oro-Au;Sin Informacion;La Argentina;Arenal;Bolivar
1426;AGA;979880;1401192;Oro-Au;Sin Informacion;Mina Gallo;Arenal;Bolivar
1427;AGA;979354;1401370;Oro-Au;Sin Informacion;Mina Boleta;Arenal;Bolivar
1428;AGA;971426;1405616;Oro-Au;Veta;Mina Manaus-El Dorado;Rio viejo;Bolivar
1429;AGA;969950;1409885;Oro-Au;Veta;El Avion;Tiquisio;Bolivar
1430;AGA;998118;1440681;Oro-Au;Veta;Culoalzao;Rio viejo;Bolivar
1431;AGA;992998;1438185;Oro-Au;Veta;San Carlos 1;Rio viejo;Bolivar
1432;AGA;993344;1438203;Oro-Au;Veta;San Carlos 2;Rio viejo;Bolivar
1433;AGA;952100;1367092;Oro-Au;Veta;La flecha;San jacinto del cauca;Bolivar
1434;AGA;967050;1349802;Oro-Au;Veta;San miguel;Santa rosa del sur;Bolivar
1435;AGA;954600;1345402;Oro-Au;Veta;Andando dias;El Bagre;Antioquia
1436;AGA;967700;1344802;Oro-Au;Veta;El indio;Santa rosa del sur;Bolivar
1437;AGA;954500;1339402;Oro-Au;Veta;Ventarron;San jacinto del cauca;Bolivar
1438;AGA;956700;1329902;Oro-Au;Veta;La mariposa;San jacinto del cauca;Bolivar
1439;AGA;954200;1322502;Oro-Au;Aluvial;Guayacanes;San jacinto del cauca;Bolivar
1440;AGA;979200;1398352;Oro-Au;Veta;Los vientos;Arenal;Bolivar
1441;AGA;979800;1397852;Oro-Au;Veta;Porron;Arenal;Bolivar
1442;AGA;979750;1397202;Oro-Au;Veta;Grillo;Arenal;Bolivar
1443;AGA;977850;1396002;Oro-Au;Veta;Brecha;Arenal;Bolivar
1444;AGA;980600;1395502;Oro-Au;Veta;San luquitas;Morales;Bolivar
1445;AGA;978200;1395002;Oro-Au;Veta;Quemada;Morales;Bolivar
1446;AGA;977700;1393102;Oro-Au;Veta;nueva;Morales;Bolivar
1447;AGA;975050;1392902;Oro-Au;Veta;cristalina;San jacinto del cauca;Bolivar
1448;AGA;973800;1392702;Oro-Au;Veta;facil;San jacinto del cauca;Bolivar
1449;AGA;976150;1391402;Oro-Au;Veta;Chelin;San jacinto del cauca;Bolivar
1450;AGA;973700;1391302;Oro-Au;Veta;Cangrejo;San jacinto del cauca;Bolivar
1451;AGA;976800;1390302;Oro-Au;Veta;Teta;San jacinto del cauca;Bolivar
1452;AGA;821903;1073843;Oro-Au;Aluvial;La cascada;Quinchia;Risaralda
1453;AGA;824889;1077901;Oro-Au;Aluvial;El callao;Quinchia;Risaralda
1454;AGA;821891;1077037;Oro-Au;Sin Informacion;Aguas claras;Quinchia;Risaralda
1455;AGA;811103;1278815;Oro-Au;Sin Informacion;Ituango 1;Ituango;Antioquia
1456;AGA;811151;1278498;Oro-Au;Sin Informacion;Ituango 2;Ituango;Antioquia
1457;AGA;811066;1278251;Oro-Au;Sin Informacion;Ituango 3;Ituango;Antioquia
1458;AGA;811065;1276500;Oro-Au;Sin Informacion;Ituango 4;Ituango;Antioquia
1459;AGA;811509;1274209;Oro-Au;Sin Informacion;Ituango 5;Ituango;Antioquia
1460;AGA;811617;1273763;Oro-Au;Sin Informacion;Ituango 6;Ituango;Antioquia
1461;AGA;812594;1278362;Oro-Au;Sin Informacion;Ituango 10;Ituango;Antioquia
1462;AGA;812005;1278701;Oro-Au;Sin Informacion;Ituango 11;Ituango;Antioquia
1463;AGA;812065;1278184;Oro-Au;Sin Informacion;Ituango 12;Ituango;Antioquia
1464;AGA;812041;1278442;Oro-Au;Sin Informacion;Ituango 13;Ituango;Antioquia
1465;AGA;814037;1278155;Oro-Au;Sin Informacion;Ituango 14;Ituango;Antioquia
1466;AGA;812557;1276105;Oro-Au;Sin Informacion;Ituango 15;Ituango;Antioquia
1467;AGA;889374;1219714;Oro-Au;Veta;La palmichala;Cisneros;Antioquia
1468;AGA;892997;1217823;Oro-Au;Veta;La nubia;Cisneros;Antioquia
1469;AGA;893563;1217920;Oro-Au;Veta;El socorro;Yolombo;Antioquia
1470;AGA;893580;1217311;Oro-Au;Veta;Plata y mani;Yolombo;Antioquia
1471;AGA;885467;1214981;Oro-Au;Aluvial;Agua Bonita;Santo domingo;Antioquia
1472;AGA;884040;1214531;Oro-Au;Aluvial;El cedral;Santo domingo;Antioquia
1473;AGA;882516;1214258;Oro-Au;Aluvial;El diamante;Santo domingo;Antioquia
1474;AGA;883280;1214925;Oro-Au;Aluvial;Teresa;Santo domingo;Antioquia
1475;AGA;887198;1209396;Oro-Au;Veta;San antonio;Santo domingo;Antioquia
1476;AGA;888948;1203614;Oro-Au;Veta;La florida;Santo domingo;Antioquia
1477;AGA;883310;1208654;Oro-Au;Veta;El rayo;Santo domingo;Antioquia
1478;AGA;883463;1203935;Oro-Au;Aluvial;La ilusion;Santo domingo;Antioquia
1479;AGA;892994;1208858;Oro-Au;Veta;La floresta;San roque;Antioquia
1480;AGA;894483;1201543;Oro-Au;Aluvial;Playarica;Santo domingo;Antioquia
1481;AGA;894485;1214577;Oro-Au;Veta;El cervatillo;Santo domingo;Antioquia
1482;AGA;890150;1214504;Oro-Au;Aluvial;La clavellina;Cisneros;Antioquia
1483;AGA;898140;1202738;Oro-Au;Veta;El paraguas;San roque;Antioquia
1484;AGA;898982;1215987;Oro-Au;Veta;Los naranjos;Yolombo;Antioquia
1485;AGA;902951;1213112;Oro-Au;Veta;El conejo;San roque;Antioquia
1486;AGA;904282;1213739;Oro-Au;Veta;La perla;San roque;Antioquia
1487;AGA;904591;1212952;Oro-Au;Veta;La trinidad;San roque;Antioquia
1488;AGA;909608;1217035;Oro-Au;Veta;El topacio;Yolombo;Antioquia
1489;AGA;901624;1204621;Oro-Au;Veta;El espiritu santo;San roque;Antioquia
1490;AGA;901587;1205250;Oro-Au;Veta;La vibora;San roque;Antioquia
1491;AGA;907663;1208512;Oro-Au;Veta;La morena;San roque;Antioquia
1492;AGA;907632;1208128;Oro-Au;Veta;La melodia;San roque;Antioquia
1493;AGA;908182;1206382;Oro-Au;Veta;La cantera;San roque;Antioquia
1494;AGA;908304;1207358;Oro-Au;Veta;Bella vista;San roque;Antioquia
1495;AGA;922425;1206069;Oro-Au;Veta;La linda;Maceo;Antioquia
1496;AGA;914711;1214744;Oro-Au;Veta;San jose;Maceo;Antioquia
1497;AGA;907474;1212255;Oro-Au;Veta;Gramalote;San roque;Antioquia
1498;AGA;907477;1213021;Oro-Au;Veta;Providencia;Yolombo-San roque;Antioquia
1499;AGA;908175;1210995;Oro-Au;Veta;El balsal;San roque;Antioquia
1500;AGA;909210;1211431;Oro-Au;Veta;Buenaventura;San roque;Antioquia
1501;AGA;910231;1208966;Oro-Au;Veta;El mulato;San roque;Antioquia
1502;AGA;933499;1276483;Oro-Au;Veta;sin nombre1;Segovia;Antioquia
1503;AGA;932802;1275275;Oro-Au;Veta;sin nombre2;Segovia;Antioquia
1504;AGA;929722;1275654;Oro-Au;Veta;Pomo pinal;Remedios;Antioquia
1505;AGA;929842;1275211;Oro-Au;Veta;El silencio;Remedios;Antioquia
1506;AGA;929964;1273533;Oro-Au;Veta;La cruzada;Remedios;Antioquia
1507;AGA;933913;1274078;Oro-Au;Veta;El adomado;Remedios;Antioquia
1508;AGA;932185;1273773;Oro-Au;Veta;Marmajon;Remedios;Antioquia
1509;AGA;928631;1272866;Oro-Au;Veta;Sin nombre3;Remedios;Antioquia
1510;AGA;930525;1272400;Oro-Au;Veta;Las flores-Laguna azul;Remedios;Antioquia
1511;AGA;930872;1271742;Oro-Au;Veta;san pedro;Remedios;Antioquia
1512;AGA;931540;1270851;Oro-Au;Veta;Italia;Remedios;Antioquia
1513;AGA;931181;1270692;Oro-Au;Veta;treinta granos;Remedios;Antioquia
1514;AGA;931284;1270578;Oro-Au;Veta;cunaditos;Remedios;Antioquia
1515;AGA;933088;1270267;Oro-Au;Veta;Honduras 2;Remedios;Antioquia
1516;AGA;932773;1270082;Oro-Au;Veta;Honduras 1;Remedios;Antioquia
1517;AGA;929498;1269860;Oro-Au;Veta;La culebra;Remedios;Antioquia
1518;AGA;931819;1269849;Oro-Au;Veta;La gringa;Remedios;Antioquia
1519;AGA;931927;1269803;Oro-Au;Veta;La carinosa;Remedios;Antioquia
1520;AGA;932741;1269498;Oro-Au;Veta;Honduras;Remedios;Antioquia
1521;AGA;931708;1269291;Oro-Au;Veta;Palmichala;Remedios;Antioquia
1522;AGA;933858;1268590;Oro-Au;Veta;La vetilla;Remedios;Antioquia
1523;AGA;932595;1268199;Oro-Au;Veta;Agua Fria;Remedios;Antioquia
1524;AGA;931170;1268236;Oro-Au;Veta;Colombia;Remedios;Antioquia
1525;AGA;931207;1267956;Oro-Au;Veta;Maria angola;Remedios;Antioquia
1526;AGA;929768;1268199;Oro-Au;Veta;Zaragoza;Remedios;Antioquia
1527;AGA;932980;1267953;Oro-Au;Veta;Poliantea;Remedios;Antioquia
